SMILES,Code
CCCCOc1ccc(cc1)-c1ccc(cc1)C(=O)NC(Cn1ccnc1)c1ccc(Cl)cn1,16-16-10
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4C[C@H](O)[C@H](C4)Oc4cc(F)cc(F)c4)cc3)nn3cccc23)n[nH]1,31-16-8
C|C(|C=C|C=C(|C)\C=C1|CCCC(C)=C1C)=C\C(O)=O,13-14-0
C[n+]1c(\C=C\Nc2ccccc2)sc2ccccc12,31-17-24
OC(=O)c1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1,31-15-9
NCc1ccccc1,6-13-17
C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N(C)[C@@H]([C@@H](C)O)C(=O)N1)C(N)=O,10-17-21
OC(CNCCNC(=O)Nc1ccccc1Cl)COc1ccc(OCCOC2CCCC2)cc1,16-5-27
CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)N1CCOCC1)c1ccc(Cl)cc1,13-24-17
C(CCc1ccc(OCCCN2CCCCC2)cc1)CNc1c2CCCCc2nc2ccccc12,18-25-18
Cc1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,31-9-6
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(nn4-c4ccc(C)nc4)C(C)(C)C)c3)c2cc1OC,31-28-21
C(COCc1cnc[nH]1)CC1CCCCC1,20-26-16
O=C1N(Cc2cccc3OCCOc23)CCCC11CCN(CC1)c1cnc2ccccc2n1,14-27-14
CCOC(=O)\C=C1|C2C(C3CCCC2C=C3)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,8-29-19
CN1Cc2cccc(Nc3c(cnc4[nH]c(cc34)-c3ccc(F)cc3)C(F)(F)F)c2C1=O,29-12-26
NS(=O)(=O)c1cc(ccc1Cl)C(=O)Cn1c(CO)nc2ccccc12,8-4-10
CCC(=O)c1cccc(c1)C(=O)NCc1ccc(F)c(c1)-c1cccc(CN2CCN[C@@H](C)C2)c1,12-21-22
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)N(C)C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,11-23-18
Cc1oc(\C=C\c2ccc(Cl)o2)cc1C(O)=O,18-8-9
COC(=O)c1c(O)cc(O)c(Cl)c1CCc1nccn1Cc1ccccc1OC(C)C,21-11-11
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,9-22-14
C[C@H]1C[C@@H](Nc2ccc(Cl)cc2)c2cc(ccc2N1C(C)=O)-c1ccc(cc1)C(O)=O,24-19-4
Cc1ccc2nc(C)c([C@H](OC(C)(C)C)C(O)=O)c(-c3ccc(Cl)cc3)c2c1,13-23-14
Clc1ccc(cc1)-c1cc(cs1)C(=O)NCC(c1ccccc1)n1ccnc1,11-13-8
CC(C)NCC(O)c1ccc(cc1)[N+]([O-])=O,16-11-18
COC[C@H]1O[C@H](OC)[C@H](OC)[C@@H](OC)[C@H]1OC,0-10-20
COc1cc2nc(cnc2cc1OCCn1cnnc1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,31-17-17
Cc1c(NC2CC2)nc(nc1N1CCCCCC1)C1CC1,15-26-22
COc1cc(cc(OC)c1OC)-c1nnc(SCC(N)=O)n1C,20-21-10
COc1ccc(CCNCC(O)COc2ccc(cc2)-c2nc(C)c(C)[nH]2)cc1OC,16-10-24
NC[C@H]1CC[C@@H](CC1)C(O)=O,6-13-17
CC(C)C[C@H](NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(O)=O,8-25-13
CC(C)[C@@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCNC(N)=N)C(O)=O,12-16-15
Cc1cn(cn1)-c1cccc(NC(=O)c2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)c1,31-17-15
CC1(CNC(=O)c2ccc(cc2)C#CC#Cc2ccccc2)NC(=O)NC1=O,0-6-5
CN(CCc1ccccc1)C(=O)c1csc2C(CCCc12)N=O,14-18-9
Nc1nc2[nH]c(SCCO)nc2c(=O)[nH]1,22-10-28
CCCOc1ccc(cc1)-c1cc(C(O)=O)c2ccccc2n1,19-17-8
Cn1cncc1C(O)(c1ccc(nc1)C(F)(F)F)c1ccc2nc(C#N)c(Cc3ccc(cc3)-n3cccn3)c(C#N)c2c1,7-28-5
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(O)=O,10-21-17
COc1c(C)nc(C)cc1OCc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,7-29-18
CCc1ccsc1Cn1ccnc1CCc1c(Cl)c(O)cc(O)c1C(=O)OC,22-20-11
C[C@H](N)C(=O)Nc1nc(C)c(Cc2c(C)cc(C)cc2C)[nH]1,27-9-15
CC(=O)Nc1ccc(O)cc1,15-6-7
COc1ccc(CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2ccc(NC(=O)C(O)=O)cc2)NC(=O)Cc2ccc3ccccc3c2)cc1,8-13-15
CC[C@H](C)[C@@H]1NC(=O)[C@H]2N(CCc3c2[nH]c2ccccc32)C(=O)CCSSC[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N(C)CC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O,17-26-17
CC(=N)N1C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1,14-20-20
COc1cc2CCN3CC(CC(C)C)C(=O)CC3c2cc1OC,15-16-18
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)ncnc2cc1OCCCN1CC[C@@H](O)C1,31-16-17
NS(=O)(=O)c1c(F)c(F)c(c(F)c1F)S(=O)(=O)CCc1ccccc1,0-2-0
NS(=O)(=O)c1ccc(CCO)cc1,0-2-0
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CSSC[C@@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H]2CSSC[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,8-26-14
CCOc1ccccc1N1CCN(CC(O)CN2C(=O)N(C)C(=O)C2(c2ccccc2)c2ccccc2)CC1,18-16-24
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](c1cn(CCCCCCCCCCNC(=O)c2ccc(c(c2)C(O)=O)-c2c3ccc(O)cc3oc3cc(=O)ccc23)nn1)c1ccccc1)C(=O)CC(C)C,7-21-19
OC(=O)c1ccc[nH]1,13-7-12
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N[C@H](Cc1ccccc1)C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)C1CCCCC1,9-23-17
COc1cc2nc(cnc2cc1OCCN1CCOCC1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,31-17-16
CC1(C)CCC(C)(C)c2cc(ccc12)C(=C)c1ccc(cc1)C(O)=O,13-17-1
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](N)Cc1ccc(OP(O)(O)=O)cc1)C(O)=O,7-15-20
Oc1cc(O)c2c(c1)oc(c(O)c2=O)-c1ccc(Cl)cc1Cl,19-3-8
CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N1)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(N)=O,8-20-12
COc1cc2c(Sc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)ncnc2cc1OCCN1CCC(CO)CC1,31-14-21
C(=C|c1ccc2ccccc2n1)\c1c([nH]c2ccccc12)-c1ccccc1,23-24-22
C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CO)C(N)=O,14-22-20
NC(=O)c1ccc(cc1NC1CCC(O)CC1)-n1cccc1Cc1ccccc1O,31-21-0
C[C@@](O[C@@H]1CC(=C[C@@H](OP([O-])([O-])=O)[C@H]1O)C([O-])=O)(C([O-])=O)P([O-])([O-])=O,7-13-20
Cc1ccc(cc1)S(=O)(=O)CC(=O)N1CCOCC1,17-16-10
CC[C@H](C)[C@H]1NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)CC2(CCCCC2)SSC[C@@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O,13-26-16
C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,3-10-31
C[C@@H]1C[C@H](OC(C)=O)[C@@]23[C@H](OC(C)=O)O[C@H](OC(C)=O)C2=C[C@@H](C[C@H]3[C@]1(C)C\C=C(|C)C=C)OC(=O)c1ccc(O)cc1,14-16-16
C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1,26-7-28
CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O,0-14-22
C[C@H](N)C(=O)Nc1nc(c(s1)-c1ccccc1)-c1ccc(Br)cc1,21-15-17
OC[C@H]1O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)-c2cccc(F)c2)[C@H](O)[C@H]([C@H]1O)n1cc(CNC(=O)c2ccc3c(c2)C(=O)OC32c3ccc(O)cc3Oc3cc(O)ccc23)nn1,6-10-23
CC(C)(C)c1cc(NC(=O)Nc2cccc(Sc3ncnc4ccc(OCCCN5CCS(=O)(=O)CC5)cc34)c2)no1,31-12-25
CCOc1ccc(cc1NC(=O)c1cc(COC)cc(c1)C(O)=O)C(C)=O,10-18-10
C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)CNC(=O)C(CN)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)NCC(=O)NC(C)(C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(N)=O,10-18-19
COC(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)c2cccc(OC)c2)c1,20-9-19
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc1ccccc1Cl)C#N,1-22-9
Cc1cc(COc2cc(nn2-c2ccc(cc2)C#N)C(=O)N2CCOC(CN)C2)on1,20-23-17
CCCCCCCCCCCCc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)C(C)(C)C,12-21-7
CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](COS(O)(=O)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](COS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1OS(O)(=O)=O)C(O)=O,10-5-6
CNC(=O)[C@@H]1C[C@@H](O)CN1C(C)=O,14-8-13
CC[C@H]1O[C@H]([C@H]2O[B-]3(OCc4cc(F)ccc34)OC12)n1cnc2c(N)ncnc12,22-9-28
N[C@H]1CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc(cc2)[N+]([O-])=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O,10-20-15
CN1CCN(CC1)c1ccc(cc1NC(=O)c1cccc(C)c1Cl)[N+]([O-])=O,9-28-17
NCC(=O)[C@@H]([NH3+])C(=O)NCCOCCOCCNC(=O)c1ccc(cc1)S(N)(=O)=O,0-2-0
CC(C)(C)CCNC(=O)CCc1cc2cc(ccc2nc1N)-c1ccccc1C#CCC1(CC1)NC(=O)c1ccc(F)cc1,5-25-13
O[C@@H](CNCCOCCOCCNC(=O)CCCCCNC(=O)COc1ccc(\C=C\c2ccc3C=C4C=CC(c5cccs5)=[N+]4[B-](F)(F)n23)cc1)COc1cccc2ccccc12,14-9-26
CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](NC(=S)Nc3ccccc3)[C@H]2O)[C@H](O)[C@H]1NC(C)=O,0-14-18
COc1cccc(OC)c1NS(=O)(=O)c1ccc(cc1)N=CC1C(=O)Nc2ccc3ncsc3c12,30-2-1
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](Cc1ccc(C)cc1)C(N)=O,11-9-18
Brc1ccc(cc1)C(=O)CSc1nnc([nH]1)-c1ccco1,23-14-25
COC(=O)c1ccc(cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](C1CCCC1)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)NC(CO)CO,13-19-21
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CCC[N+](C)(Cc3cccc(O)c3)C2)cc1,13-21-22
COc1nc2ccc(cc2c(Cl)c1CN1CCC(CC1)C(F)(F)F)[C@@](O)(C1CCN(CC1)C(C)=O)c1ccccc1,10-27-9
CCOC(=O)CCNCC(O)COc1ccc(Cl)cc1,13-7-25
CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0-14-22
Clc1ccc(NC(=O)CSc2nc(-c3ccc(Cl)cc3)c(C#N)c(=O)[nH]2)cc1,23-14-15
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc(cc23)C(O)=O)cc1,29-1-1
Cc1ncc(n1C)C(O)(c1cnc(C)n1C)c1ccc2nc(Cl)c(CC(F)(F)F)c(Cl)c2c1,9-27-5
Fc1ccc(cc1)C(=O)CCCCN1CCN(CC2Cc3occc3C(=O)C2)CC1,18-15-28
CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,10-13-15
NS(=O)(=O)c1ccc(cc1)C(=O)Cn1cnc2ccccc12,0-1-0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc5[nH]ccc45)CC3)C(=O)c12,23-23-13
O=C(Nc1nccs1)N1CCC(Cc2cnc[nH]2)CC1,20-25-15
Cc1nnc2[C@H](NC(=O)OCc3ccccc3)N=C(c3ccccc3)c3ccccc3-n12,22-15-4
CC(=O)OCc1nc2c(N)cc(nn2c1Nc1cccc(c1C)C(F)(F)F)N1CCOCC1,26-14-25
C\C(\C=C\[C@H]1C[C@@]1(C)c1ccc2c(c1)C(C)(C)CCC2(C)C)=C|C(O)=O,14-25-0
CCCC(CCC)=NOCC(O)CNC(C)C,13-14-25
O=C(Nc1ccc(NC(=O)c2cnc3ccccc3n2)cc1)c1ccccc1,22-14-16
[Se]([Se]c1ccccc1)c1ccccc1,17-12-14
C[C@H](Cc1ccc2OC(Oc2c1)(C(O)=O)C(O)=O)NC[C@H](O)c1cccc(Cl)c1,17-17-14
N[C@@H](CCCNC(N)=N)C(=O)NCc1ccc(NC(=O)[C@H](Cc2ccc3ccccc3c2)N=C(NC2CCCCC2)NC2CCCCC2)cc1,11-23-15
C[C@@H](CSc1ccc(cc1)C(C)(C)O)C1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,9-18-0
COCCNC(=O)c1cn(nn1)[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)C(=O)NCCOC)[C@@H]1O,0-6-20
Cc1nc2c(N)cc(nn2c1Cc1cccc(F)c1C1CCNCC1)N1CCOCC1,27-16-26
Cc1cc(nn1-c1cc(C)nc(N)n1)C(=O)NCC1COC(C)(C)O1,22-23-20
CCn1c(cc2c1nc(Nc1cc(C)n(C)n1)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1,31-3-29
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1,18-27-11
Nc1cccc(c1)-c1cc2c(Oc3cccc(O)c3)ncnc2[nH]1,24-8-12
ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc2ccc3cccc4ccc1c2c34,0-10-6
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(O)=O,9-19-16
C(CCc1ccc(OCCCN2CCCCC2)cc1)CNc1ccnc2ccccc12,19-26-18
COC(=O)c1cccc2nc(C)n(Cc3ccc(cc3)-n3cccc3-c3nnn[nH]3)c12,15-14-13
O[C@@H](CNC1CC1)COc1ccc(cc1)-c1ncc([nH]1)C(F)(F)F,16-10-24
C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)-c1ccc(Br)cc1)C(=O)NO,0-12-11
CCN(CC)c1nc2ccc(cc2c(Cl)c1Oc1ccccc1)C(O)(c1cccnc1)c1cccc(Cl)c1,9-24-4
CC(C)NCC(O)CON=C1CCCCC1,13-13-23
CO[C@H]1C[C@H](C)Cc2c(O)c(NC(=O)C(C)=CC=C[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1OC)cc(O)c2N=CCN1CCC1,25-13-25
COC(=O)c1c(O)cc(O)c(Cl)c1CCc1nccn1Cc1ccccc1OC,21-9-12
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,8-2-1
CC(C)NCC(O)c1ccc2ccccc2c1,16-10-21
c1nc(c[nH]1)-c1ccccc1,19-13-18
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OC[C@H](O)CN1CCN(C)CC1,31-15-17
Cn1n(C2CCN(CC3CCC=CC3)CC2)c(=O)c2c(cccc12)C(N)=O,21-20-16
NC(=O)c1cccc2CN(C3CCN(Cc4ccc5[nH]ccc5c4)CC3)C(=O)c12,24-23-13
Clc1ccc(cn1)[C@H]1C[C@@H]2CC[C@H]1N2,16-25-19
COc1cc(cc(OC)c1CN(C)C)-c1cn(C)c(=O)c2cnccc12,25-20-7
COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(O)=O)c2cc(ccc2n1)-c1ccccc1Cl,28-11-0
C[C@@H]1O[C@H](O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](\C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12,11-19-15
CCOc1ccc(\C=C2|SC(=S)N(CCN)C2=O)cc1,15-12-4
C[C@H](O)CNc1cc(ccn1)-n1c(nc2ccccc12)-c1ccc2ccccc2c1,24-22-8
OC(CNCCOCCOCCNC(=O)CCCCCNC(=O)COc1ccc(\C=C\c2ccc3C=C4C=CC(c5cccs5)=[N+]4[B-](F)(F)n23)cc1)COc1cccc2[nH]ccc12,14-12-27
COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(O)=O)c2cc(ccc2n1)N1CCOCC1,25-12-0
OC(=O)c1csc(n1)N1CCc2cccc(C(=O)Nc3nc4ccccc4s3)c2C1,11-20-0
NS(=O)(=O)c1cc(ccc1Cl)C(=O)CSc1nc2cc3OCCOc3cc2[nH]1,0-0-1
FC(F)COc1n[nH]c2ncc(cc12)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,31-17-16
OC(=O)CCCC\C=C(|c1ccc(cc1)C1=N[C@@H](CO1)C(=O)NCCCCC1CCCCC1)c1cccnc1,14-19-6
CCC(C)C1N(C)C(=O)C[C@H](C)C[C@@H](CCSCCC(=O)C(=O)N2CCC[C@H](C2)C(=O)O[C@H](CCc2cccnc2)[C@H](C)CCC1=O)OC,9-28-19
COC(=O)[C@H](CCCC[NH3+])NC(=O)[C@]1(C)NC(=O)c2nc(oc2C)[C@@](C)(NC(=O)c2nc(oc2C)[C@@](C)(NC(=O)c2nc1oc2C)C(=O)NCC1CCCCC1)C(=O)NC1c2ccccc2-c2ccccc12,25-9-3
CC(=O)NCCC#CCc1cc(O)c2C3CC(C)=CCC3C(C)(C)Oc2c1,17-31-12
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,15-13-2
CCCCC1(CC)CC(=O)N(Cc2ccc(cc2)-c2ccccc2-c2nnn[nH]2)\C(C1)=C\C(=O)OCC,8-29-19
Fc1ccc2c(noc2c1)C1CCN(CC2Cc3occc3C(=O)C2)CC1,17-16-25
C[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H]2CCCCN2C(=O)C[C@@H](CCC(O)=O)NC(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)c2cc3cc(c2)C(=O)NC[C@H](NC(=O)[C@@H](C)NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CNC3=O)C(=O)N[C@@H](CCCCN)C(O)=O,12-18-18
CC(C)(C)OC(=O)NCCCCCC(=O)NC12CC3(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)(CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)(C3)C1)C2,5-10-19
S=C(NCCCCCc1cnc[nH]1)NCc1ccccc1,21-22-18
OC(=O)c1cc(-c2ccc(cc2)C(=S)NCc2ccc(cc2Cl)-c2ccc(o2)C(O)=O)n(n1)-c1ccc(Cl)c(Cl)c1,7-20-5
CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(cc2)N=[N+]=[N-])NC(=O)C2(CCCC2)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@H](Cc1ccc(O)cc1)C(N)=O,11-24-15
C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)-c1nn(C)c2cc(Cl)ccc12)C(=O)N1CC(C1)C#N,31-11-31
C[C@H](N)C(=O)Nc1nc2c(ccc3ccccc23)s1,21-14-12
